pl_name,hostname,sy_snum,sy_pnum,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,rastr,ra,decstr,dec,glat,glon,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,rowupdate,pl_pubdate
HD 136352 d,HD 136352,1,3,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,107.245,0.05,-0.05,0.0,0.425,0.012,-0.012,0.0,2.562,0.088,-0.079,0.0,2.878108,0.430062,-0.39698,0.0,0.0,,,0.0,5.74,0.38,-0.35,0.0,431.0,7.0,-7.0,0.0,0,,5664.0,61.0,-61.0,0.0,1.058,0.019,-0.019,0.0,0.87,0.04,-0.04,0.0,-0.24,0.05,-0.05,0.0,[M/H],15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,7.38103,327.07069,14.682,0.0199,-0.0198,68.0818,0.0914699,-0.0914699,2021-08-09,2021-06
HD 1397 b,HD 1397,1,1,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,11.53533,0.00079,-0.0008,0.0,0.1097,0.0011,-0.0013,0.0,11.500434,0.280225,-0.302643,0.0,0.477,0.043,-0.038,0.0,0.251,0.02,-0.019,0.0,356.0,12.0,-12.0,0.0,1228.3,10.0,-9.9,0.0,0,,5521.0,60.0,-60.0,0.0,2.336,0.052,-0.059,0.0,1.324,0.042,-0.046,0.0,0.29,0.09,-0.09,0.0,[Fe/H],00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285,-50.42274,308.21517,79.5702,0.1738,-0.1731,12.5386,0.0271885,-0.0271885,2019-07-19,2019-03
HD 183579 b,HD 183579,1,1,<a refstr=PALATNICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...909L...6P/abstract target=ref>Palatnick et al. 2021</a>,17.471278,5.8e-05,-6e-05,0.0,0.1334,0.0062,-0.0061,0.0,3.55,0.15,-0.12,0.0,2.39,0.57,-0.54,0.0,0.28,,,1.0,58.1,5.3,-3.9,0.0,769.0,17.0,-13.0,0.0,0,,5788.0,44.0,-44.0,0.0,0.985,0.037,-0.026,0.0,1.031,0.025,-0.026,0.0,-0.023,0.05,-0.05,0.0,[Fe/H],19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,-27.69962,343.06161,57.2651,0.1875,-0.1864,17.434,0.0565783,-0.0565783,2024-07-12,2021-03
HD 18599 b,HD 18599,2,1,<a refstr=VINES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2722V/abstract target=ref>Vines et al. 2022</a>,4.137437,4e-06,-4e-06,0.0,0.05,0.02,-0.02,0.0,2.7,0.05,-0.05,0.0,7.1,1.4,-1.4,0.0,0.2,0.1,-0.2,0.0,145.0,16.0,-12.0,0.0,863.0,21.0,-18.0,0.0,0,,5083.0,23.0,-23.0,0.0,0.798,0.006,-0.007,0.0,0.807,0.019,-0.007,0.0,-0.05,0.04,-0.04,0.0,[Fe/H],02h57m02.88s,44.2620144,-56d11m30.73s,-56.1918694,-53.27814,273.92807,38.5653,0.0366,-0.0366,25.9011,0.0244246,-0.0244246,2022-11-07,2022-10
HD 189733 b,HD 189733,2,1,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,2.218577,9e-06,-1e-05,0.0,0.03106,0.00051,-0.00049,0.0,12.542871,0.425942,-0.425942,0.0,1.031,0.106,-0.09,0.0,,,,,356.0,13.0,-12.0,0.0,1209.0,11.0,-11.0,0.0,0,,5050.0,20.0,-20.0,0.0,0.765,0.019,-0.018,0.0,0.812,0.041,-0.038,0.0,-0.03,0.1,-0.1,0.0,[Fe/H],20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,-3.92282,60.96214,19.7638,0.0128,-0.0127,50.5685,0.032338,-0.032338,2019-09-20,2019-11
HD 191939 b,HD 191939,1,6,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,8.8803256,4.7e-06,-4.7e-06,0.0,0.0804,0.0025,-0.0023,0.0,3.41,0.075,-0.075,0.0,1.4,0.15,-0.13,0.0,0.031,0.01,-0.011,0.0,100.0,7.0,-7.0,0.0,880.0,20.0,-20.0,0.0,0,G9 V,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,[Fe/H],20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,17.72195,99.98716,53.6089,0.0733,-0.0731,18.6247,0.0252827,-0.0252827,2022-11-14,2022-11
HD 191939 c,HD 191939,1,6,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,28.579743,4.5e-05,-4.5e-05,0.0,0.1752,0.0055,-0.005,0.0,3.195,0.075,-0.075,0.0,1.35,0.2,-0.2,0.0,0.034,0.034,-0.013,0.0,21.0,1.4,-1.4,0.0,600.0,13.0,-13.0,0.0,0,G9 V,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,[Fe/H],20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,17.72195,99.98716,53.6089,0.0733,-0.0731,18.6247,0.0252827,-0.0252827,2022-11-14,2022-11
HD 191939 d,HD 191939,1,6,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,38.353037,6e-05,-6e-05,0.0,0.2132,0.0065,-0.0061,0.0,2.995,0.07,-0.07,0.0,0.57,0.13,-0.13,0.0,0.031,0.018,-0.012,0.0,14.3,1.0,-1.0,0.0,540.0,11.0,-11.0,0.0,0,G9 V,5348.0,100.0,-100.0,0.0,0.94,0.02,-0.02,0.0,0.81,0.04,-0.04,0.0,-0.15,0.06,-0.06,0.0,[Fe/H],20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,17.72195,99.98716,53.6089,0.0733,-0.0731,18.6247,0.0252827,-0.0252827,2022-11-14,2022-11
HD 202772 A b,HD 202772 A,2,1,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,3.308958,8.3e-05,-8.3e-05,0.0,0.05208,0.00064,-0.00068,0.0,17.317905,0.582868,-0.67254,0.0,0.343,0.043,-0.035,0.0,0.038,0.042,-0.027,0.0,3440.0,184.0,-191.0,0.0,2132.0,28.0,-30.0,0.0,0,,6272.0,77.0,-71.0,0.0,2.591,0.078,-0.093,0.0,1.72,0.064,-0.066,0.0,0.3,0.06,-0.06,0.0,[Fe/H],21h18m47.90s,319.6995877,-26d36m58.95s,-26.6163743,-42.95001,20.76224,161.498,2.459,-2.388,6.16554,0.0921935,-0.0921935,2019-01-28,2019-02
HD 20329 b,HD 20329,1,1,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,0.926118,5e-05,-4.3e-05,0.0,0.018,0.0003,-0.0003,0.0,1.72,0.07,-0.07,0.0,8.06,1.53,-1.53,0.0,0.0,,,0.0,3474.0,124.0,-124.0,0.0,2141.0,27.0,-27.0,0.0,0,,5596.0,50.0,-50.0,0.0,1.13,0.02,-0.02,0.0,0.9,0.05,-0.05,0.0,-0.07,0.06,-0.06,0.0,[Fe/H],03h16m42.75s,49.178124,+15d39m22.88s,15.6563542,-34.57149,166.76827,63.6796,0.2863,-0.2838,15.6752,0.0697719,-0.0697719,2022-11-29,2022-11
HD 207496 b,HD 207496,1,1,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,6.441008,1.1e-05,-1.1e-05,0.0,0.0629,0.0011,-0.0011,0.0,2.25,0.12,-0.1,0.0,3.17,0.97,-0.91,0.0,0.231,0.042,-0.049,0.0,72.9,8.5,-7.5,0.0,743.0,26.0,-26.0,0.0,0,K2.5 V,4819.0,94.0,-94.0,0.0,0.769,0.026,-0.026,0.0,0.8,0.04,-0.04,0.0,0.095,0.038,-0.038,0.0,[Fe/H],21h54m52.36s,328.7181708,-77d20m19.69s,-77.3388025,-35.79483,313.77934,23.606,0.0179,-0.0179,42.3332,0.0318252,-0.0318252,2023-05-26,2023-05
HD 207897 b,HD 207897,1,1,<a refstr=HEIDARI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.176H/abstract target=ref>Heidari et al. 2022</a>,16.202159,8.5e-05,-8.3e-05,0.0,0.1163,0.0017,-0.0015,0.0,2.501,0.082,-0.078,0.0,5.05,0.77,-0.69,0.0,0.047,0.057,-0.033,0.0,26.5,1.4,-1.2,0.0,632.2,8.1,-7.0,0.0,0,K0 V,5070.0,60.0,-57.0,0.0,0.779,0.019,-0.018,0.0,0.8,0.036,-0.03,0.0,-0.042,0.038,-0.041,0.0,[Fe/H],21h40m48.39s,325.2016451,+84d20m01.54s,84.3337613,23.23912,118.37663,28.2938,0.0312,-0.0312,35.3146,0.0386907,-0.0386907,2021-11-18,2022-02
HD 219134 b,HD 219134,1,6,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,3.092926,1e-05,-1e-05,0.0,0.03876,0.00047,-0.00047,0.0,1.602,0.055,-0.055,0.0,6.34,0.72,-0.72,0.0,0.0,,,0.0,176.2,5.5,-5.5,0.0,1015.0,8.0,-8.0,0.0,0,,4699.0,16.0,-16.0,0.0,0.778,0.005,-0.005,0.0,0.81,0.03,-0.03,0.0,0.11,0.04,-0.04,0.0,[Fe/H],23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,-3.20073,109.90724,6.53127,0.00384,-0.00385,153.081,0.0895024,-0.0895024,2017-03-14,2017-03
HD 219134 c,HD 219134,1,6,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,6.76458,0.00033,-0.00033,0.0,0.0653,0.0008,-0.0008,0.0,1.511,0.047,-0.047,0.0,6.95,0.77,-0.77,0.0,0.062,0.039,-0.039,0.0,62.1,1.9,-1.9,0.0,782.0,6.0,-6.0,0.0,0,,4699.0,16.0,-16.0,0.0,0.778,0.005,-0.005,0.0,0.81,0.03,-0.03,0.0,0.11,0.04,-0.04,0.0,[Fe/H],23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,-3.20073,109.90724,6.53127,0.00384,-0.00385,153.081,0.0895024,-0.0895024,2017-03-14,2017-03
HD 22946 d,HD 22946,1,3,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,47.42489,0.0001,-0.00011,0.0,0.2958,0.0044,-0.0042,0.0,2.607,0.06,-0.06,0.0,10.8,,,1.0,,,,,18.561,0.8935,-0.8699,0.0,546.0,6.0,-6.0,0.0,0,,6169.0,64.0,-64.0,0.0,1.117,0.009,-0.009,0.0,1.098,0.04,-0.039,0.0,-0.08,0.04,-0.04,0.0,[Fe/H],03h39m16.69s,54.819538,-42d45m46.90s,-42.7630276,-52.70009,248.83207,62.7792,0.1161,-0.1156,15.8999,0.0291804,-0.0291804,2023-07-10,2023-06
HD 23472 b,HD 23472,1,5,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,17.667087,4.2e-05,-4.2e-05,0.0,0.1162,0.0018,-0.0018,0.0,2.0,0.11,-0.1,0.0,6.15,1.2,-1.0,0.0,0.072,0.039,-0.04,0.0,16.0,1.8,-1.6,0.0,543.0,18.0,-18.0,0.0,0,K4 V,4684.0,99.0,-99.0,0.0,0.71,0.02,-0.02,0.0,0.67,0.03,-0.03,0.0,-0.2,0.05,-0.05,0.0,[Fe/H],03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,-44.84798,277.0269,39.0341,0.0401,-0.04,25.5897,0.0260766,-0.0260766,2022-10-03,2022-09
HD 23472 c,HD 23472,1,5,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,29.79749,0.00013,-0.00014,0.0,0.1646,0.0024,-0.0024,0.0,1.87,0.12,-0.11,0.0,3.1,1.0,-0.84,0.0,0.063,0.054,-0.043,0.0,7.96,0.87,-0.78,0.0,467.0,19.0,-18.0,0.0,0,K4 V,4684.0,99.0,-99.0,0.0,0.71,0.02,-0.02,0.0,0.67,0.03,-0.03,0.0,-0.2,0.05,-0.05,0.0,[Fe/H],03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,-44.84798,277.0269,39.0341,0.0401,-0.04,25.5897,0.0260766,-0.0260766,2022-10-03,2022-09
HD 23472 d,HD 23472,1,5,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,3.97664,3e-05,-4.4e-05,0.0,0.04298,0.00063,-0.00065,0.0,0.75,0.067,-0.057,0.0,7.5,3.9,-3.1,0.0,0.07,0.05,-0.047,0.0,117.0,13.0,-11.0,0.0,909.0,35.0,-32.0,0.0,0,K4 V,4684.0,99.0,-99.0,0.0,0.71,0.02,-0.02,0.0,0.67,0.03,-0.03,0.0,-0.2,0.05,-0.05,0.0,[Fe/H],03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,-44.84798,277.0269,39.0341,0.0401,-0.04,25.5897,0.0260766,-0.0260766,2022-10-03,2022-09
HD 23472 e,HD 23472,1,5,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,7.90754,0.00011,-0.00011,0.0,0.068,0.001,-0.001,0.0,0.818,0.08,-0.065,0.0,7.5,3.9,-3.0,0.0,0.07,0.052,-0.047,0.0,46.7,5.1,-4.6,0.0,723.0,28.0,-25.0,0.0,0,K4 V,4684.0,99.0,-99.0,0.0,0.71,0.02,-0.02,0.0,0.67,0.03,-0.03,0.0,-0.2,0.05,-0.05,0.0,[Fe/H],03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,-44.84798,277.0269,39.0341,0.0401,-0.04,25.5897,0.0260766,-0.0260766,2022-10-03,2022-09
HD 23472 f,HD 23472,1,5,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,12.1621839,0.00012,-9.9e-05,0.0,0.0906,0.0014,-0.0014,0.0,1.137,0.084,-0.077,0.0,3.0,2.0,-1.6,0.0,0.07,0.048,-0.051,0.0,26.3,2.9,-2.6,0.0,630.0,27.0,-23.0,0.0,0,K4 V,4684.0,99.0,-99.0,0.0,0.71,0.02,-0.02,0.0,0.67,0.03,-0.03,0.0,-0.2,0.05,-0.05,0.0,[Fe/H],03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,-44.84798,277.0269,39.0341,0.0401,-0.04,25.5897,0.0260766,-0.0260766,2022-10-03,2022-09
HD 25463 b,HD 25463,1,2,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,7.049144,9e-06,-9e-06,0.0,0.076,0.002,-0.002,0.0,2.62,0.16,-0.16,0.0,2.6,1.1,-1.1,0.0,0.0,,,0.0,461.4,58.7,-58.7,0.0,1290.0,41.0,-41.0,0.0,0,,6220.0,110.0,-110.0,0.0,1.41,0.07,-0.07,0.0,1.19,0.07,-0.07,0.0,-0.2,0.09,-0.09,0.0,[Fe/H],04h02m59.60s,60.7483361,+09d12m27.96s,9.2077676,-31.07407,181.68887,45.6181,0.1254,-0.1247,21.8924,0.0596263,-0.0596263,2024-07-12,2023-10
HD 25463 c,HD 25463,1,2,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,3.04405,8e-06,-8e-06,0.0,0.0435,0.0009,-0.0009,0.0,1.5,0.12,-0.12,0.0,7.1,,,1.0,0.0,,,0.0,1413.5,179.7,-179.7,0.0,1707.0,54.0,-54.0,0.0,0,,6220.0,110.0,-110.0,0.0,1.41,0.07,-0.07,0.0,1.19,0.07,-0.07,0.0,-0.2,0.09,-0.09,0.0,[Fe/H],04h02m59.60s,60.7483361,+09d12m27.96s,9.2077676,-31.07407,181.68887,45.6181,0.1254,-0.1247,21.8924,0.0596263,-0.0596263,2024-07-12,2023-10
HD 260655 b,HD 260655,1,2,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,2.76953,3e-05,-3e-05,0.0,0.02933,0.00024,-0.00024,0.0,1.24,0.023,-0.023,0.0,6.2,1.0,-1.0,0.0,0.039,0.043,-0.023,0.0,42.2,0.7,-0.7,0.0,709.0,4.0,-4.0,0.0,0,M0 V,3803.0,10.0,-10.0,0.0,0.439,0.003,-0.003,0.0,0.439,0.011,-0.011,0.0,-0.43,0.04,-0.04,0.0,[Fe/H],06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,4.86549,195.67069,10.0055,0.00505,-0.00505,99.9164,0.0503102,-0.0503102,2022-06-27,2022-04
HD 260655 c,HD 260655,1,2,<a refstr=LUQUE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220410261L/abstract target=ref>Luque et al. 2022</a>,5.70588,7e-05,-7e-05,0.0,0.04749,0.00039,-0.00039,0.0,1.533,0.051,-0.046,0.0,4.7,0.9,-0.8,0.0,0.038,0.036,-0.022,0.0,16.1,0.3,-0.3,0.0,557.0,3.0,-3.0,0.0,0,M0 V,3803.0,10.0,-10.0,0.0,0.439,0.003,-0.003,0.0,0.439,0.011,-0.011,0.0,-0.43,0.04,-0.04,0.0,[Fe/H],06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,4.86549,195.67069,10.0055,0.00505,-0.00505,99.9164,0.0503102,-0.0503102,2022-06-27,2022-04
HD 3167 b,HD 3167,1,4,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.959641,1.1e-05,-1.1e-05,0.0,0.01796,0.00037,-0.00031,0.0,1.67,0.17,-0.1,0.0,5.6,1.2,-1.3,0.0,0.0,,,0.0,1650.0,110.0,-110.0,0.0,1774.0,29.0,-29.0,0.0,0,,5261.0,60.0,-60.0,0.0,0.88,0.012,-0.013,0.0,0.837,0.053,-0.043,0.0,0.04,0.05,-0.05,0.0,[Fe/H],00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,-58.2406,115.11108,47.2899,0.1485,-0.1475,21.1175,0.065682,-0.065682,2023-04-17,2023-04
HD 3167 c,HD 3167,1,4,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,29.8454,0.0012,-0.0012,0.0,0.1776,0.0037,-0.0031,0.0,3.0,0.45,-0.21,0.0,2.11,0.51,-0.69,0.0,0.06,,,1.0,16.9,1.1,-1.1,0.0,564.0,9.0,-9.0,0.0,0,,5261.0,60.0,-60.0,0.0,0.88,0.012,-0.013,0.0,0.837,0.053,-0.043,0.0,0.04,0.05,-0.05,0.0,[Fe/H],00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,-58.2406,115.11108,47.2899,0.1485,-0.1475,21.1175,0.065682,-0.065682,2023-04-17,2023-04
HD 332231 b,HD 332231,1,1,<a refstr=DALBA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..241D/abstract target=ref>Dalba et al. 2020</a>,18.71204,0.00043,-0.00043,0.0,0.1436,0.0032,-0.0033,0.0,9.718203,0.302643,-0.280225,0.0,0.464,0.054,-0.052,0.0,0.032,0.03,-0.022,0.0,98.09,8.08,-7.2,0.0,876.0,17.0,-17.0,0.0,0,F8,6089.0,97.0,-96.0,0.0,1.277,0.039,-0.036,0.0,1.127,0.077,-0.077,0.0,0.036,0.059,-0.058,0.0,[Fe/H],20h26m57.87s,306.741134,+33d44m39.80s,33.7443882,-2.65449,73.36636,80.6665,0.1917,-0.1908,12.3678,0.0291705,-0.0291705,2020-05-15,2020-05
HD 42813 b,HD 42813,1,3,<a refstr=DAMASSO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230813310D/abstract target=ref>Damasso et al. 2023</a>,13.63083,3e-05,-3e-05,0.0,0.107,0.0016,-0.0016,0.0,3.48,0.07,-0.08,0.0,1.3,0.2,-0.2,0.0,,,,,61.0,3.0,-3.0,0.0,777.0,18.0,-18.0,0.0,0,,5289.0,69.0,-69.0,0.0,0.98,0.03,-0.03,0.0,0.89,0.04,-0.04,0.0,0.24,0.05,-0.05,0.0,[Fe/H],06h12m13.88s,93.0578446,-14d38m57.54s,-14.6493167,-15.18304,221.87205,68.192,0.1772,-0.1763,14.6357,0.0377218,-0.0377218,2023-09-05,2023-08
HD 42813 b,HD 42813,1,3,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,13.63083,3e-05,-3e-05,0.0,0.109,0.002,-0.002,0.0,3.36,0.14,-0.14,0.0,0.8,0.4,-0.4,0.0,0.0,,,0.0,54.1,5.9,-5.9,0.0,755.0,21.0,-21.0,0.0,0,,5240.0,110.0,-110.0,0.0,0.97,0.03,-0.03,0.0,0.94,0.06,-0.06,0.0,0.33,0.09,-0.09,0.0,[Fe/H],06h12m13.88s,93.0578446,-14d38m57.54s,-14.6493167,-15.18304,221.87205,68.192,0.1772,-0.1763,14.6357,0.0377218,-0.0377218,2024-07-12,2023-10
HD 5278 b,HD 5278,1,2,<a refstr=SOZZETTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..75S/abstract target=ref>Sozzetti et al. 2021</a>,14.339156,4.9e-05,-4.7e-05,0.0,0.1202,0.0013,-0.0013,0.0,2.45,0.05,-0.05,0.0,2.9,0.6,-0.5,0.0,0.08,0.09,-0.05,0.0,132.0,5.0,-5.0,0.0,943.0,13.0,-13.0,0.0,0,F V,6203.0,64.0,-64.0,0.0,1.194,0.017,-0.016,0.0,1.126,0.036,-0.035,0.0,-0.12,0.04,-0.04,0.0,[Fe/H],00h50m11.23s,12.5467785,-83d44m37.56s,-83.7437671,-33.38439,302.97274,57.5846,0.0947,-0.0943,17.3368,0.0282919,-0.0282919,2021-04-23,2021-04
HD 6061 b,HD 6061,2,1,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,5.254467,9e-06,-9e-06,0.0,0.059,0.001,-0.001,0.0,2.45,0.09,-0.09,0.0,4.0,1.1,-1.1,0.0,0.0,,,0.0,339.1,31.9,-31.9,0.0,1194.0,28.0,-28.0,0.0,0,,5920.0,110.0,-110.0,0.0,1.03,0.03,-0.03,0.0,1.0,0.06,-0.06,0.0,-0.08,0.09,-0.09,0.0,[Fe/H],01h02m23.55s,15.5981441,+37d11m07.58s,37.1854394,-25.63483,125.35178,67.6203,0.2053,-0.204,14.7597,0.0444284,-0.0444284,2024-07-12,2023-10
HD 63935 b,HD 63935,1,2,<a refstr=SCARSDALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..215S/abstract target=ref>Scarsdale et al. 2021</a>,9.058811,1.7e-05,-1.6e-05,0.0,,,,,2.99,0.14,-0.14,0.0,2.2,0.5,-0.5,0.0,0.0,,,0.0,115.6,4.6,-4.6,0.0,911.0,27.0,-27.0,0.0,0,,5534.0,100.0,-100.0,0.0,0.959,0.042,-0.042,0.0,0.933,0.054,-0.054,0.0,0.07,0.06,-0.06,0.0,[Fe/H],07h51m41.91s,117.9246417,+09d23m06.87s,9.3852412,17.61294,211.23645,48.9739,0.1057,-0.1053,20.3902,0.0436769,-0.0436769,2021-10-19,2021-11
HD 63935 c,HD 63935,1,2,<a refstr=SCARSDALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..215S/abstract target=ref>Scarsdale et al. 2021</a>,21.4023,0.00189,-0.00194,0.0,,,,,2.9,0.13,-0.13,0.0,2.5,0.6,-0.6,0.0,0.0,,,0.0,36.7,1.4,-1.4,0.0,684.0,21.0,-21.0,0.0,0,,5534.0,100.0,-100.0,0.0,0.959,0.042,-0.042,0.0,0.933,0.054,-0.054,0.0,0.07,0.06,-0.06,0.0,[Fe/H],07h51m41.91s,117.9246417,+09d23m06.87s,9.3852412,17.61294,211.23645,48.9739,0.1057,-0.1053,20.3902,0.0436769,-0.0436769,2021-10-19,2021-11
HD 73583 b,HD 73583,1,2,<a refstr=BARRAG_AACUTE_N_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv211013069B/abstract target=ref>Barrag&aacute;n et al. 2021</a>,6.398042,6.7e-06,-6.2e-06,0.0,0.0604,0.0027,-0.0026,0.0,2.79,0.1,-0.1,0.0,2.58,0.95,-0.81,0.0,0.09,0.09,-0.06,0.0,43.3,5.3,-4.7,0.0,714.0,21.0,-20.0,0.0,0,K4 V,4511.0,110.0,-110.0,0.0,0.65,0.02,-0.02,0.0,0.73,0.02,-0.02,0.0,0.0,0.09,-0.09,0.0,[Fe/H],08h38m45.19s,129.6883026,-13d15m23.50s,-13.2565267,16.64313,237.89791,31.5666,0.0321,-0.032,31.6501,0.0319397,-0.0319397,2022-03-16,2021-10
